phenocode,phenotype,category,chapter_prefix,num_cases,num_controls,finngen_R12_url
AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST,"Pediculosis, acariasis and other infestations",I Certain infectious and parasitic diseases (AB1_),I,2231,498117,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST.gz
TBC_RESP,Respiratory tuberculosis,I Certain infectious and parasitic diseases (AB1_),I,2226,497387,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_TBC_RESP.gz
AB1_SEQULAE_INF_NOS,Sequelae of other and unspecified infectious and parasitic diseases,I Certain infectious and parasitic diseases (AB1_),I,2203,497160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SEQULAE_INF_NOS.gz
AB1_VARICELLA,Varicella [chickenpox],I Certain infectious and parasitic diseases (AB1_),I,1808,480316,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VARICELLA.gz
AB1_SCABIES,Scabies,I Certain infectious and parasitic diseases (AB1_),I,1690,498117,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SCABIES.gz
AB1_RESP_TUBERCU_NONCONF,"Respiratory tuberculosis, not confirmed",I Certain infectious and parasitic diseases (AB1_),I,1638,497285,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_RESP_TUBERCU_NONCONF.gz
AB1_CHOLERA,Cholera,I Certain infectious and parasitic diseases (AB1_),I,1571,444292,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_CHOLERA.gz
AB1_VIRAL_SKIN_NOS,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",I Certain infectious and parasitic diseases (AB1_),I,1449,480316,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_SKIN_NOS.gz
AB1_SALMONELLA_OTH,Other salmonella infections,I Certain infectious and parasitic diseases (AB1_),I,1411,444292,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SALMONELLA_OTH.gz
AB1_VIRAL_MENINGITIS,Viral meningitis,I Certain infectious and parasitic diseases (AB1_),I,1386,497501,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_MENINGITIS.gz
AB1_RUBELLA,Rubella [German measles],I Certain infectious and parasitic diseases (AB1_),I,1264,480316,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_RUBELLA.gz
AB1_GONOCOCCAL,Gonococcal infection,I Certain infectious and parasitic diseases (AB1_),I,1163,485458,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_GONOCOCCAL.gz
AB1_MUMPS,Mumps,I Certain infectious and parasitic diseases (AB1_),I,995,486087,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_MUMPS.gz
CAMPYLOENTERITIS,Campylobacter enteritis,I Certain infectious and parasitic diseases (AB1_),I,953,492689,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CAMPYLOENTERITIS.gz
AB1_PROTOZOAL,Protozoal diseases,I Certain infectious and parasitic diseases (AB1_),I,918,499430,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_PROTOZOAL.gz
AB1_TUBERCU_OTH_ORG,"Tuberculosis of other organs, strict",I Certain infectious and parasitic diseases (AB1_),I,881,497285,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TUBERCU_OTH_ORG.gz
AB1_SYPHILIS,Syphilis,I Certain infectious and parasitic diseases (AB1_),I,869,485458,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SYPHILIS.gz
AB1_VIRAAL_CONJUNCT,Viral conjunctivitis,I Certain infectious and parasitic diseases (AB1_),I,766,486087,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAAL_CONJUNCT.gz
AB1_VIRAL_INOTHER,Viral agents as the cause of diseases classified to other chapters,I Certain infectious and parasitic diseases (AB1_),I,752,496827,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_INOTHER.gz
AB1_OTHER_SUPERF_MYCOSIS,Other superficial mycoses,I Certain infectious and parasitic diseases (AB1_),I,742,488977,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_OTHER_SUPERF_MYCOSIS.gz
AB1_SEQULAE_TUBERCU,Sequelae of tuberculosis,I Certain infectious and parasitic diseases (AB1_),I,727,497160,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SEQULAE_TUBERCU.gz
AB1_VIRAL_ENCEPHALITIS_NOS,"Viral encephalitis, not elsewhere classified/unspecified",I Certain infectious and parasitic diseases (AB1_),I,704,497501,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_ENCEPHALITIS_NOS.gz
AB1_RESP_TUBERCU_CONF,"Respiratory tuberculosis, confirmed",I Certain infectious and parasitic diseases (AB1_),I,689,497285,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_RESP_TUBERCU_CONF.gz
AB1_ZOONOTIC_BACTERIAL,Certain zoonotic bacterial diseases,I Certain infectious and parasitic diseases (AB1_),I,650,499698,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_ZOONOTIC_BACTERIAL.gz
AB1_HELMINTIASES,Helminthiases,I Certain infectious and parasitic diseases (AB1_),I,622,499726,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_HELMINTIASES.gz
CMV_NOS,Other/unspecified cytomegaloviral diseases,I Certain infectious and parasitic diseases (AB1_),I,604,499622,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CMV_NOS.gz
AB1_OTHER_MYCOBAC,Infection due to other mycobacteria,I Certain infectious and parasitic diseases (AB1_),I,534,439048,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_OTHER_MYCOBAC.gz
AB1_OTHER_CONDITIONS,Human immunodeficiency virus [HIV] disease resulting in other conditions,I Certain infectious and parasitic diseases (AB1_),I,530,499754,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_OTHER_CONDITIONS.gz
AB1_PNEUMOCYSTOSIS,Pneumocystosis,I Certain infectious and parasitic diseases (AB1_),I,513,499430,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_PNEUMOCYSTOSIS.gz
CD2_BENIGN_LEIOMYOMA_UTERI,Leiomyoma of uterus,II Neoplasms from hospital discharges (CD2_),II,42107,239957,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_LEIOMYOMA_UTERI.gz
CD2_BENIGN_COLORECANI,"Benign neoplasm of colon, rectum, anus and anal canal",II Neoplasms from hospital discharges (CD2_),II,29048,471300,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_COLORECANI.gz
CD2_BENIGN_COLON,Benign neoplasm: Colon,II Neoplasms from hospital discharges (CD2_),II,23613,476735,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_COLON.gz
CD2_BENIGN_SKIN,Other benign neoplasms of skin,II Neoplasms from hospital discharges (CD2_),II,17118,483230,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_SKIN.gz
CD2_BENIGN_MELANOCYTIC,Melanocytic naevi,II Neoplasms from hospital discharges (CD2_),II,13357,486991,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_MELANOCYTIC.gz
CD2_BENIGN_LIPOMATOUS,Benign lipomatous neoplasm,II Neoplasms from hospital discharges (CD2_),II,12917,487431,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_LIPOMATOUS.gz
CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC,Primary_lymphoid and hematopoietic malignant neoplasms (controls excluding all cancers),II Neoplasms from hospital discharges (CD2_),II,9960,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC.gz
CD2_BENIGN_COLON_NOS,"Benign neoplasm: Colon, unspecified",II Neoplasms from hospital discharges (CD2_),II,9883,490465,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_COLON_NOS.gz
CD2_BENIGN_RECTUM_ANAL,"Benign neoplasm: Rectum, anus and anal canal",II Neoplasms from hospital discharges (CD2_),II,7879,492469,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_RECTUM_ANAL.gz
CD2_BENIGN_SIGMOID_COLON,Benign neoplasm: Sigmoid colon,II Neoplasms from hospital discharges (CD2_),II,7048,493300,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_SIGMOID_COLON.gz
CD2_BENIGN_OVARY,Benign neoplasm of ovary,II Neoplasms from hospital discharges (CD2_),II,7022,275042,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_OVARY.gz
CD2_BENIGN_OTHERDIGESTIVE,Benign neoplasm of other and ill-defined parts of digestive system,II Neoplasms from hospital discharges (CD2_),II,7013,493335,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_OTHERDIGESTIVE.gz
CD2_BENIGN_RECTUM,Benign neoplasm: Rectum,II Neoplasms from hospital discharges (CD2_),II,6798,493550,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_RECTUM.gz
CD2_LEIOMYOMA_ENDOMETRIOSIS_EXALLC,Benign leiomyoma with endometriosis (controls excluding all cancers),II Neoplasms from hospital discharges (CD2_),II,6281,206474,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_LEIOMYOMA_ENDOMETRIOSIS_EXALLC.gz
CD2_BENIGN_LIPO_SKIN_TRUNK,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,II Neoplasms from hospital discharges (CD2_),II,5258,495090,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_LIPO_SKIN_TRUNK.gz
CD2_BENIGN_ENDOCRINE_OTH,Benign neoplasm of other and unspecified endocrine glands,II Neoplasms from hospital discharges (CD2_),II,4928,495420,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_ENDOCRINE_OTH.gz
CD2_BENIGN_MELANOCYTIC_TRUNK,Melanocytic naevi of trunk,II Neoplasms from hospital discharges (CD2_),II,4762,495586,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_MELANOCYTIC_TRUNK.gz
CD2_BENIGN_BREAST,Benign neoplasm of breast,II Neoplasms from hospital discharges (CD2_),II,4750,277314,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BREAST.gz
CD2_BENIGN_ASCENDING_COLON,Benign neoplasm: Ascending colon,II Neoplasms from hospital discharges (CD2_),II,4736,495612,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_ASCENDING_COLON.gz
CD2_BENIGN_MOUTH_PHARYNX,Benign neoplasm of mouth and pharynx,II Neoplasms from hospital discharges (CD2_),II,4257,496091,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_MOUTH_PHARYNX.gz
CD2_BENIGN_CONNECTIVE_SOFT,Other benign neoplasms of connective and other soft tissue,II Neoplasms from hospital discharges (CD2_),II,3937,496411,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_CONNECTIVE_SOFT.gz
CD2_BENIGN_SALIVARY,Benign neoplasm of major salivary glands,II Neoplasms from hospital discharges (CD2_),II,3739,496609,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_SALIVARY.gz
CD2_BENIGN_EYE,Benign neoplasm of eye and adnexa,II Neoplasms from hospital discharges (CD2_),II,3735,496613,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_EYE.gz
CD2_BENIGN_MENINGES,Benign neoplasm of meninges,II Neoplasms from hospital discharges (CD2_),II,3728,496620,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_MENINGES.gz
CD2_INSITU_CERVIX_UTERI_EXALLC,Carcinoma in situ of cervix uteri (controls excluding all cancers),II Neoplasms from hospital discharges (CD2_),II,3701,219058,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_INSITU_CERVIX_UTERI_EXALLC.gz
CD2_BENIGN_STOMACH,Benign neoplasm: Stomach,II Neoplasms from hospital discharges (CD2_),II,3603,496745,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_STOMACH.gz
CD2_BENIGN_CAECUM,Benign neoplasm: Caecum,II Neoplasms from hospital discharges (CD2_),II,3599,496749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_CAECUM.gz
CD2_BENIGN_TRANSVERSE_COLON,Benign neoplasm: Transverse colon,II Neoplasms from hospital discharges (CD2_),II,3549,496799,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_TRANSVERSE_COLON.gz
CD2_NONFOLLICULAR_LYMPHOMA_EXALLC,Non-follicular lymphoma (controls excluding all cancers),II Neoplasms from hospital discharges (CD2_),II,3500,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_NONFOLLICULAR_LYMPHOMA_EXALLC.gz
CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA,"Haemangioma and lymphangioma, any site",II Neoplasms from hospital discharges (CD2_),II,3466,496882,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA.gz
CD2_BENIGN_LIPO_NOS,Benign lipomatous neoplasm of other sites/unspecified,II Neoplasms from hospital discharges (CD2_),II,3386,496962,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_LIPO_NOS.gz
CD2_BENIGN_MENINGES_CEREBRAL,Benign neoplasm: Cerebral meninges,II Neoplasms from hospital discharges (CD2_),II,3353,496995,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_MENINGES_CEREBRAL.gz
CD2_BENIGN_BONE_CARTILAGE,Benign neoplasm of bone and articular cartilage,II Neoplasms from hospital discharges (CD2_),II,3326,497022,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BONE_CARTILAGE.gz
CD2_BENIGN_SALIVARY_KNOWN,"Benign neoplasm: salivary glands, exclude unknown (D119)",II Neoplasms from hospital discharges (CD2_),II,3265,497083,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_SALIVARY_KNOWN.gz
CD2_BENIGN_HEMANGIOMA,"Haemangioma, any site",II Neoplasms from hospital discharges (CD2_),II,3193,497155,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_HEMANGIOMA.gz
CD2_BENIGN_MELANOCYTIC_NOS,"Melanocytic naevi, other sites/unspecified",II Neoplasms from hospital discharges (CD2_),II,3038,497310,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_MELANOCYTIC_NOS.gz
CD2_BENIGN_EAR_RESP,Benign neoplasm of middle ear and respiratory system,II Neoplasms from hospital discharges (CD2_),II,3037,497311,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_EAR_RESP.gz
CD2_INSITU_BREAST_INTRADUCTAL_EXALLC,"Carcinoma in situ of breast, intraductal (controls excluding all cancers)",II Neoplasms from hospital discharges (CD2_),II,3030,222001,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_INSITU_BREAST_INTRADUCTAL_EXALLC.gz
CD2_BENIGN_LIPO_SKIN_LIMBS,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,II Neoplasms from hospital discharges (CD2_),II,2969,497379,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_LIPO_SKIN_LIMBS.gz
CD2_BENIGN_PAROTID,Benign neoplasm: Parotid gland,II Neoplasms from hospital discharges (CD2_),II,2911,497437,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_PAROTID.gz
CD2_INSITU_SKIN_EXALLC,Carcinoma in situ of skin (controls excluding all cancers),II Neoplasms from hospital discharges (CD2_),II,2742,377301,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_INSITU_SKIN_EXALLC.gz
CD2_BENIGN_ADRENAL,Benign neoplasm: Adrenal gland,II Neoplasms from hospital discharges (CD2_),II,2570,497778,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_ADRENAL.gz
CD2_BENIGN_BRAIN_CNS,Benign neoplasm of brain and other parts of central nervous system,II Neoplasms from hospital discharges (CD2_),II,2404,497944,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_BRAIN_CNS.gz
CD2_BENIGN_LIPO_SKIN_HEADFACENECK,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",II Neoplasms from hospital discharges (CD2_),II,2384,497964,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_LIPO_SKIN_HEADFACENECK.gz
CD2_BENIGN_DESCENDING_COLON,Benign neoplasm: Descending colon,II Neoplasms from hospital discharges (CD2_),II,2286,498062,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_DESCENDING_COLON.gz
CD2_BENIGN_MELANOCYTIC_FACE,Melanocytic naevi of other and unspecified parts of face,II Neoplasms from hospital discharges (CD2_),II,2250,498098,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_CD2_BENIGN_MELANOCYTIC_FACE.gz
